YIELD_1,YIELD_2,YIELD_3,YIELD_4
5.3505144,5.4894485,10.52895,5.3688364
5.0664186,5.3551064,8.16511,2.692396
5.0408697,6.782933,10.573376,3.65693
5.373548,8.321164,8.164983,6.567105
5.85717,5.8007865,10.360821,0.66089416
4.6633687,4.8167496,9.974958,3.215191
6.6580462,6.3439717,12.6386595,1.3626895
4.0291934,5.453216,8.107003,6.8599753
8.106908,9.018086,12.380812,5.239724
4.692975,5.3483686,7.818942,4.927846
9.178115,12.279384,16.378813,7.1327915
4.9435782,8.360368,9.434944,3.9817042
5.314203,6.4842215,6.8927007,0.014663875
5.7585216,5.459642,8.559329,2.0537639
7.951296,7.5402536,10.37806,5.9758673
9.512071,7.1381984,12.02706,9.020198
4.296188,4.254489,8.308656,0.93725705
7.508582,7.2735324,8.730839,1.5361882
3.9163675,7.5097184,7.177856,3.9379818
5.441132,5.177671,7.156804,8.879298
5.255426,9.158412,11.5701,2.4031448
4.509082,5.0390577,7.8054643,6.2623096
4.4156103,6.890717,8.345891,3.5651436
5.0770063,5.6095967,9.816314,2.969846
6.002821,7.772408,9.398995,1.365091
6.3077826,7.1458325,5.8160434,2.5896146
4.863529,6.2314916,9.55948,4.210042
5.1927547,5.319599,10.123704,3.6338344
6.353956,5.722427,7.8121123,2.1168873
4.5469475,5.732266,9.587778,2.04143
7.8706536,4.3200984,9.5935545,3.243009
5.4821854,5.194671,7.933361,3.7385366
4.974107,5.6670876,11.286786,4.266303
7.871469,10.085916,11.612039,3.2014363
4.410956,5.3199644,8.327714,0.3860047
7.0937166,6.5242376,12.532181,6.3966565
4.76605,4.264129,9.998057,2.5658932
3.9991913,6.5939965,8.660953,2.5794206
6.9050717,4.9012585,10.706699,0.32820576
6.0725713,9.007312,10.717049,2.0234227
4.2753105,4.2139893,7.981551,7.7774687
4.9484334,4.2888064,10.090379,1.0037984
4.934663,8.110496,9.878391,2.6924982
4.7644014,6.6731753,10.042998,1.4264092
5.0587745,7.4918633,8.260327,2.733856
4.434314,6.588491,6.5058355,6.6751966
5.8571897,3.3977308,10.496592,2.8049438
5.4123297,5.271904,6.0126143,9.266585
5.2926416,5.2166214,10.062742,1.9212955
4.693868,6.455173,9.5989485,2.4503963
4.6138215,5.9686027,10.545826,2.71985
6.428,5.7752132,6.4683814,1.1343533
7.668537,4.7421575,9.151309,0.7705898
7.022864,5.5940766,8.605986,3.1908257
6.750196,7.103099,7.804869,5.4929485
5.2896886,6.164688,5.4209814,2.3505747
5.9188366,5.2216234,8.717633,1.9197947
5.1351604,5.7923417,9.361672,7.124973
5.596947,8.671173,9.224551,3.5149481
4.6783185,6.513102,8.933232,2.6936104
4.6159706,6.447182,10.076185,4.578135
5.3168073,4.2347264,8.273359,3.5719151
9.808326,4.9218664,9.977708,6.9086123
4.441679,7.0329022,9.903784,2.8650627
3.9984758,6.8517118,10.172037,2.352039
3.8854988,4.296304,6.3052254,5.3658724
5.5935974,3.209836,8.115142,1.6126552
5.5133758,5.4907327,12.097869,0.0
5.9886446,6.9866047,8.350741,3.3605938
4.003669,7.003807,10.789382,1.9733996
4.8876705,6.086641,9.625592,1.1840129
6.012004,5.0293036,10.202559,0.39097697
6.986573,7.6052923,9.430543,4.6856837
7.6898956,7.1101084,8.274632,2.720093
6.259149,6.9254017,9.039928,5.3360868
4.9511557,5.1338186,9.950485,1.133119
4.01578,5.6867747,9.801626,4.395261
4.684947,7.732894,8.766459,1.6409051
5.4723787,5.627982,6.649784,2.8467264
6.4625616,8.4076,13.619429,2.7025948
5.3528147,6.3824253,7.31213,2.468488
6.0429187,4.9308186,8.782345,1.7750769
5.0880246,6.5000687,9.018715,1.9421736
5.118998,9.853135,11.35972,5.4125757
7.501079,4.033034,9.984921,1.4830413
5.107377,6.8721967,7.431601,1.6019684
5.617678,6.540594,12.18959,1.2104727
4.357131,7.86739,11.15445,2.54382
6.1105013,6.375106,7.3198876,2.313168
4.6863174,6.3113003,7.991485,2.6595411
4.708351,6.4774184,8.253475,3.154259
5.6095757,9.310639,7.7691565,4.4861507
6.9979424,7.937724,7.394155,3.7917647
5.8652544,11.85812,10.90082,7.9121976
5.2633476,5.4983816,9.992564,4.9826436
5.4573145,5.7225704,5.9176264,4.4632864
6.942107,7.5246835,10.534282,2.2616928
5.0222254,6.691735,9.797223,0.8981687
5.6052456,8.191417,10.651725,2.6084528
7.0108924,4.8290386,8.889413,0.542354
5.261775,4.317355,10.365842,0.20476474
5.7142544,5.829729,6.401093,3.9247828
4.8959465,8.181215,7.5369387,5.358531
4.5510225,6.577838,8.831085,5.1044173
5.6486726,8.647066,11.382099,2.8232653
5.7964582,6.532862,8.442022,3.0361817
4.1278768,6.955237,8.541109,2.0429304
5.0915456,7.755046,8.325171,3.0320191
5.988382,7.8894653,9.0063305,4.95106
4.686371,6.212321,10.047479,3.3001506
9.60482,6.906916,8.1659565,3.9086888
5.8201413,6.955789,12.141365,1.7007108
4.1425657,7.612123,8.074911,10.151819
7.016544,5.955948,11.764951,1.628839
4.6580324,6.3632255,5.950015,4.443139
5.2917595,5.065309,9.544268,2.1612456
6.095248,6.6299357,13.228481,3.236802
4.932408,6.452785,11.785833,5.1620884
4.927855,7.344949,11.020096,2.9002693
5.870428,4.501853,10.438643,4.804066
4.619551,6.6031146,5.9182577,3.4530826
4.432552,6.09584,12.31412,2.5057077
7.550531,9.715364,10.978633,5.07489
4.618776,5.058081,7.464864,4.8929663
5.734805,6.275112,8.575639,2.8245187
3.0342808,5.2485127,8.37226,6.493239
5.8242264,5.981233,12.25331,1.190006
4.930045,5.850899,8.932619,1.4224207
4.8165517,6.0946274,11.212565,4.2324805
7.673371,7.8476157,9.928871,3.0448446
5.9830413,8.024821,8.294519,2.281341
3.5031748,6.1099954,10.007656,6.614836
4.1665044,5.102577,9.645335,2.4425876
7.4079757,8.442869,8.760712,6.0827894
6.552765,8.139698,8.874401,4.843571
5.110933,7.4628153,7.7180805,2.3734815
5.6590037,4.6383514,7.30355,1.8578323
3.8927815,6.055213,6.830352,4.42861
4.714417,6.2346897,8.348768,3.404851
4.450771,8.490095,12.986106,3.5094013
5.336859,5.9566865,8.667072,1.7426863
8.609797,7.027737,12.478197,6.6995506
3.9242928,6.811645,7.5794754,4.9007945
5.9151344,7.5155287,9.7174425,0.8902044
4.879009,5.465764,8.811916,3.9760282
4.7492375,4.7920923,7.642377,2.9680762
6.8968225,12.176293,15.639057,5.521644
7.8438005,6.276899,10.653139,1.0426695
5.629589,4.407581,11.478116,1.6067684
3.9425828,6.9054003,10.322757,3.3949885
3.8275158,6.9638376,5.9523096,2.9672296
6.015978,8.481387,7.053391,2.6676166
3.5645523,4.663802,6.578511,5.0502715
5.7964954,5.7101445,8.59871,4.1623373
4.360198,5.798711,9.394399,1.837611
5.5792685,6.125721,8.043593,1.961015
5.8035936,4.719885,8.965975,3.63367
7.988201,5.843393,8.302165,2.6948802
4.888148,6.163149,9.861522,1.5965505
4.527164,7.074921,8.615262,4.562861
8.750964,5.293863,9.049906,4.853803
5.30127,5.3559,7.561353,4.45986
8.078071,7.9275613,12.664424,7.4869
5.073347,8.185801,11.435129,1.769308
5.992506,9.614131,11.628059,7.262208
5.4003444,6.215164,11.7536335,5.327628
8.909954,5.3556275,9.151486,5.28113
4.809,4.70506,10.043024,1.3346127
3.89931,4.042355,9.728502,0.34105033
6.263066,6.513415,7.132732,6.9341307
4.781566,8.302446,9.013473,3.9924803
6.355005,6.901418,12.201428,4.1943927
6.0363007,4.959725,9.841216,3.9392903
6.3785334,5.7636414,8.454817,4.5051866
5.196596,5.2562613,11.371672,0.0
4.6497273,5.3973913,11.453777,3.838164
3.130295,3.6734462,8.092129,6.9637156
4.453739,5.942494,10.474798,1.0173879
5.9041696,8.744225,9.296109,7.4700623
4.706645,4.832135,9.781414,0.20590806
3.5695894,7.9184465,9.412057,3.596101
4.9892993,5.64574,11.091808,1.3426447
6.282591,8.569489,12.067033,2.4372609
4.7691364,4.0297885,8.376045,2.966053
5.583654,8.949023,13.574901,3.2729576
3.6508453,6.2420382,8.03889,6.6705594
4.6577606,4.2164354,8.977332,2.8583534
5.5565686,7.972182,6.6623287,3.7780213
5.353766,6.09874,10.642939,0.35480642
5.6436744,7.299559,9.3571615,4.3005195
8.979753,4.9257307,12.157254,0.058550626
4.9765315,6.153343,10.533967,3.9443717
4.562937,7.665906,10.510493,2.6152332
3.5345595,5.6337643,9.379792,6.6613736
4.8414364,6.236797,10.69876,0.3953125
5.268165,5.734751,5.285692,4.4101725
5.466775,7.149214,6.2134123,7.8314652
6.166861,6.0795026,8.592379,3.363245
4.909635,7.547135,12.156983,2.5946474
4.181196,5.627216,7.454431,5.1103106
5.3417487,5.5789814,7.6010766,2.0368636
6.486555,6.5693874,10.289567,7.220995
3.9644737,8.886237,10.155883,4.6994615
6.749884,5.041262,10.365631,1.8870575
4.3182497,7.5013127,12.528823,4.289377
5.2990365,4.8509793,11.046893,4.344178
4.630729,7.658547,11.103808,3.5132892
4.4845695,4.650963,10.44872,1.4202242
5.0306997,6.6764474,12.289808,3.5168867
4.7462974,5.44314,9.935807,2.6433604
7.015866,4.9255433,8.543127,3.1317492
7.5305686,5.587764,7.5753336,0.0
5.2116575,7.4090667,7.8591347,2.6546597
5.341903,6.398448,8.967636,2.4103577
5.904134,9.997128,12.207764,3.8433225
4.4302034,4.9581513,11.333251,2.9646242
5.0558743,6.8636556,10.498892,8.075767
3.490899,6.67376,8.099217,3.5744812
3.5439231,6.674177,9.300009,2.4116454
4.4368334,4.20109,9.2063675,2.333793
5.1337576,5.2149076,6.8970532,2.4785497
9.482706,9.118243,11.925314,4.922234
3.8255703,6.430148,7.8698416,4.7511873
4.8827877,7.653842,8.86071,0.93496466
5.5409408,4.971568,11.17986,1.6464473
5.7905693,4.801915,10.747967,0.5957199
3.851493,5.372815,9.243145,6.2758493
5.2997327,5.2415833,11.712216,2.480432
5.290699,4.176456,11.08287,0.0
5.216951,5.783877,7.942641,2.455712
4.792626,7.3943906,8.306299,2.3045857
8.59714,5.7950916,11.026696,0.38183206
6.5684733,5.931253,9.309696,2.5935395
5.343022,5.1559854,9.477115,0.6133536
4.1799226,5.38387,8.989188,1.3957158
5.1947703,7.6303654,9.408155,2.0273373
5.826218,5.8964496,8.664455,0.0
4.3242245,7.4753547,8.384232,6.150635
6.3489895,7.1438384,9.044211,4.1978106
4.1264944,8.744832,13.752582,3.1720045
5.4802804,6.06463,7.4065537,2.0857413
6.0354586,5.851438,9.331028,4.311826
6.839007,5.878015,5.805121,10.732021
6.0246696,8.708339,6.95909,4.807815
4.032087,5.4608593,10.71634,1.4804386
5.8164625,6.7432947,10.202201,5.44003
5.842622,7.629839,9.051657,2.5126302
5.706213,8.5660925,8.645185,1.2821518
4.27912,5.290982,9.300089,1.2720498
6.093267,6.6815248,8.28829,1.4489801
4.5973096,5.9259834,11.764406,2.4230497
6.2292123,7.4363565,10.397876,4.575444
12.234901,8.953871,12.679252,12.020426
5.4894633,6.106192,11.317508,8.805648
6.7237077,5.1241264,11.10058,1.2681407
3.760745,6.193656,8.1193695,5.700953
11.062988,9.841691,12.185793,7.6953
4.474081,8.07902,11.212751,6.9073596
6.4846,8.480621,8.348584,4.130819
4.957992,5.793508,9.331851,0.15134117
5.3633075,5.8550663,7.7756257,2.1009662
5.6492085,5.439898,9.47566,3.1164656
4.1154103,6.8304353,7.017209,4.100847
8.46571,6.3937097,9.82479,2.9025247
8.243758,4.0684633,8.837214,1.0297763
5.1331525,6.846328,6.853122,0.7163582
3.3456535,4.15255,6.8814435,5.8246984
5.904246,8.362095,8.674929,8.503252
5.4341087,6.0408454,4.7787848,2.9495142
4.6534877,6.2979198,9.523199,9.123703
4.6437945,4.7082996,10.348041,2.5808635
4.3432126,5.1879187,8.600796,1.1496466
3.829975,5.8752103,10.505979,2.5435615
6.2142434,5.1843486,7.600483,1.7640805
5.4495344,7.711818,11.782831,3.1998992
8.47526,6.463005,10.11588,3.5173833
6.1991444,8.027748,11.021886,3.2513437
6.889992,7.163111,8.696769,4.751032
6.5804687,5.943426,11.633597,1.0819478
4.693517,5.8518095,7.197966,5.755525
3.8535576,4.721638,11.922939,0.0
5.6384535,5.857753,9.225588,1.6210743
6.5945525,5.2541213,6.275169,0.919713
4.4748487,4.6904583,9.051928,1.2691568
5.058178,6.039183,8.637689,2.7229033
4.052597,4.675883,10.738661,0.26100987
4.6193705,8.596199,11.330886,3.2402053
6.401245,6.6460047,7.382981,3.016771
4.458101,5.982047,7.5941396,1.4601926
4.9608493,5.550397,8.041856,4.0350237
3.8156958,5.7341495,6.8209643,2.5656853
4.6845827,8.177968,10.408348,6.30801
3.345221,7.4946632,8.033085,8.242752
5.6684065,6.477802,14.924892,0.29549634
3.8342593,4.556948,7.427748,3.4115458
6.9958124,7.915705,7.106522,5.6725616
4.502616,6.3005934,6.668941,4.441335
6.7792087,6.7500033,6.6431966,1.3751289
4.6033587,5.2318764,11.666974,0.37127677
5.8815103,6.1260633,8.602993,3.9488769
5.2395906,6.969445,10.018931,2.6939757
2.9721098,8.390693,11.089071,4.6158566
5.8378553,5.400545,7.6933756,1.959043
2.601143,6.7517743,7.9205823,4.3785524
4.6046534,5.3752933,10.349675,4.905482
6.15446,9.67414,12.049051,4.167707
6.14352,4.522115,11.2965,0.3485024
5.01003,7.463984,9.158489,3.6817575
7.458748,4.653394,9.561663,1.519702
4.772377,6.7267327,8.993178,2.4503734
5.8575273,5.362025,4.9730167,2.208407
5.4338565,6.0410957,8.634924,1.6043254
5.0390506,4.2857327,9.3010645,3.6426091
6.7916007,6.6111426,13.116132,3.116657
4.8975673,6.1812577,9.600884,3.9633803
5.0171304,3.8405566,10.659,0.0
5.3848515,6.448676,10.885413,3.632887
4.536518,4.868895,9.747813,1.2968996
4.8803086,6.024246,8.826951,2.0217793
5.3386583,6.6232343,10.697918,4.2833676
4.7412834,4.661717,9.74032,1.7014704
4.476549,7.2944083,6.9514403,5.2345996
10.015583,4.972482,8.702054,5.8829317
5.489253,5.570571,10.648356,6.215033
4.9431067,6.389214,10.114247,1.8372113
3.7694082,7.733069,5.680818,3.522787
5.9962626,7.0412345,7.5772996,2.0370142
6.1825266,5.571436,10.3975725,1.041497
4.114837,4.843816,9.957303,0.52952695
5.320863,5.0201087,9.861768,4.972743
4.6427574,6.6791053,9.1566305,1.213278
6.5580893,6.3397093,7.1495543,3.1428509
4.386773,5.829211,11.157682,5.747125
8.114446,6.9647226,9.98138,3.0036235
4.4577217,6.390516,7.6946826,3.0232093
6.467026,7.719881,13.4030905,3.4707243
5.610429,6.258714,9.480803,2.5409436
7.688991,7.9755087,13.397169,3.9262354
3.8018239,7.14978,8.8075905,6.301901
6.746204,8.021342,12.334323,4.3447595
4.836341,4.7830634,8.949124,3.3029664
7.5822296,6.019045,10.120007,3.4685738
4.0938854,7.263728,6.070318,4.0808787
4.61203,7.64825,10.922639,0.69178355
5.195969,5.9076233,9.996789,5.5153227
4.766369,7.0336885,9.863659,3.8264048
4.077121,4.05242,9.7267685,1.0054508
5.9330277,8.907312,12.067057,6.4913745
3.3422422,6.3113475,8.173596,4.794061
4.309416,5.917869,8.789155,3.74249
3.3077302,5.218188,8.50028,4.695865
5.432878,5.594436,9.17249,4.8250375
5.1676364,8.341809,10.11911,2.3052087
4.890937,6.295511,8.10683,1.4115224
6.8933754,5.1865764,12.081517,0.53253734
3.4874594,8.126862,9.04554,7.7660184
5.741726,7.440725,6.4251747,2.415498
6.3245835,5.1897907,10.841609,0.007182017
4.7166996,6.095232,10.225951,2.26138
4.2634587,6.609745,7.188249,4.506028
5.5698447,7.1292644,7.5100646,3.075153
